Faktura-ID,Leverandør-ID,Fakturabeløp (NOK),Fakturadato,Forfallsdato,Faktisk betalingsdato,Betalingsstatus,Dager forsinket,Betalingsbetingelser,INCOTERMS,Kontrakttype,Leverandørkategori,Gj.snitt dager forsinket (leverandør),Antall fakturaer (leverandør),Risikokategori leverandør
FAK-0687,LEV-014,450000,2025-01-26,2025-03-27,2025-03-24,Betalt,0,Netto 60,FOB,Rammeavtale,IT,4.4,29,Medium
FAK-0688,LEV-009,39600,2025-01-26,2025-03-12,2025-03-10,Betalt,0,Netto 45,DAP,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0689,LEV-024,75100,2025-01-27,2025-02-06,2025-01-30,Betalt,0,Netto 10,DDP,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0690,LEV-019,743700,2025-01-28,2025-02-11,2025-02-01,Betalt,0,Netto 14,CPT,Minikonkurranse,IT,13.9,32,Høy
FAK-0691,LEV-010,13500,2025-01-30,2025-02-09,2025-02-09,Betalt,0,Netto 10,DDP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0692,LEV-038,272900,2025-01-30,2025-04-30,2025-06-26,Forsinket,57,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0693,LEV-015,794800,2025-01-31,2025-03-02,2025-02-21,Betalt,0,Netto 30,FAS,Rammeavtale,Bygg,1.3,35,Lav
FAK-0694,LEV-034,966200,2025-02-01,2025-02-15,2025-02-13,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0695,LEV-004,151300,2025-02-02,2025-05-03,2025-06-08,Forsinket,36,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0696,LEV-010,3600,2025-02-02,2025-02-12,2025-02-11,Betalt,0,Netto 10,DDP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0697,LEV-030,470800,2025-02-05,2025-02-15,2025-04-15,Forsinket,59,Netto 10,CPT,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0698,LEV-009,15700,2025-02-06,2025-03-23,2025-03-14,Betalt,0,Netto 45,DAP,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0699,LEV-017,423100,2025-02-07,2025-04-08,2025-05-21,Forsinket,43,Netto 60,EXW,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0700,LEV-035,398300,2025-02-07,2025-05-08,2025-06-14,Forsinket,37,Netto 90,FCA,Minikonkurranse,Konsulenttjenester,22.9,11,Høy
FAK-0701,LEV-005,712900,2025-02-09,2025-02-19,2025-02-25,Forsinket,6,Netto 10,CFR,Rammeavtale,IT,7.4,33,Medium
FAK-0702,LEV-007,322800,2025-02-15,2025-03-17,2025-03-12,Betalt,0,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0703,LEV-016,1382000,2025-02-16,2025-04-17,2025-04-09,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0704,LEV-001,32600,2025-02-16,2025-05-17,2025-05-11,Betalt,0,Netto 90,CIF,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0705,LEV-019,699800,2025-02-17,2025-03-03,2025-03-02,Betalt,0,Netto 14,CPT,Minikonkurranse,IT,13.9,32,Høy
FAK-0706,LEV-036,50500,2025-02-18,2025-04-19,2025-05-09,Forsinket,20,Netto 60,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0707,LEV-009,73500,2025-02-18,2025-04-04,2025-04-03,Betalt,0,Netto 45,FOB,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0708,LEV-002,34000,2025-02-19,2025-04-20,2025-04-10,Betalt,0,Netto 60,EXW,Rammeavtale,Renhold,11.1,23,Høy
FAK-0709,LEV-024,95200,2025-02-19,2025-03-01,2025-02-26,Betalt,0,Netto 10,DPU,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0710,LEV-007,312200,2025-02-20,2025-03-22,2025-05-07,Forsinket,46,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0711,LEV-010,3000,2025-02-22,2025-03-04,2025-03-21,Forsinket,17,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0712,LEV-005,292500,2025-02-23,2025-03-05,2025-03-02,Betalt,0,Netto 10,CFR,Rammeavtale,IT,7.4,33,Medium
FAK-0713,LEV-003,343400,2025-02-23,2025-05-24,2025-05-22,Betalt,0,Netto 90,DDP,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0714,LEV-012,137700,2025-02-24,2025-04-25,2025-04-15,Betalt,0,Netto 60,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0715,LEV-040,41200,2025-02-24,2025-03-26,2025-04-24,Forsinket,29,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0716,LEV-013,579300,2025-02-25,2025-03-07,2025-02-26,Betalt,0,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0717,LEV-024,142900,2025-02-26,2025-03-08,2025-02-27,Betalt,0,Netto 10,CIF,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0718,LEV-019,53500,2025-02-26,2025-03-12,2025-03-07,Betalt,0,Netto 14,FAS,Minikonkurranse,IT,13.9,32,Høy
FAK-0719,LEV-020,190100,2025-02-27,2025-05-28,2025-05-19,Betalt,0,Netto 90,DPU,Åpen anbudskonkurranse,Energi,4.0,13,Medium
FAK-0720,LEV-012,151300,2025-02-27,2025-04-28,2025-05-18,Forsinket,20,Netto 60,DDP,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0721,LEV-028,149400,2025-02-28,2025-03-14,2025-03-07,Betalt,0,Netto 14,EXW,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0722,LEV-036,457400,2025-03-05,2025-05-04,2025-04-24,Betalt,0,Netto 60,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0723,LEV-036,408800,2025-03-05,2025-05-04,2025-05-07,Forsinket,3,Netto 60,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0724,LEV-030,260100,2025-03-06,2025-03-16,2025-03-16,Betalt,0,Netto 10,FCA,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0725,LEV-004,648700,2025-03-06,2025-06-04,2025-05-28,Betalt,0,Netto 90,DAP,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0726,LEV-024,68800,2025-03-07,2025-03-17,2025-05-08,Forsinket,52,Netto 10,CIF,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0727,LEV-006,100900,2025-03-08,2025-05-07,2025-04-27,Betalt,0,Netto 60,CFR,Minikonkurranse,Energi,12.3,28,Høy
FAK-0728,LEV-040,53500,2025-03-08,2025-04-07,2025-05-26,Forsinket,49,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0729,LEV-025,44200,2025-03-09,2025-03-19,2025-03-17,Betalt,0,Netto 10,FCA,Enkeltkontrakt,Transport,10.3,18,Høy
FAK-0730,LEV-001,10000,2025-03-10,2025-06-08,2025-06-04,Betalt,0,Netto 90,CIP,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0731,LEV-005,51900,2025-03-12,2025-03-22,2025-03-22,Betalt,0,Netto 10,CFR,Rammeavtale,IT,7.4,33,Medium
FAK-0732,LEV-010,12900,2025-03-13,2025-03-23,2025-05-19,Forsinket,57,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0733,LEV-009,49800,2025-03-15,2025-04-29,2025-04-27,Betalt,0,Netto 45,DAP,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0734,LEV-016,1337700,2025-03-18,2025-05-17,2025-05-13,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0735,LEV-026,448100,2025-03-19,2025-04-18,2025-04-12,Betalt,0,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0736,LEV-026,90700,2025-03-21,2025-04-20,2025-04-17,Betalt,0,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0737,LEV-018,9900,2025-03-22,2025-04-01,2025-03-29,Betalt,0,Netto 10,CFR,Rammeavtale,Renhold,14.1,15,Høy
FAK-0738,LEV-022,54200,2025-03-23,2025-04-06,2025-05-30,Forsinket,54,Netto 14,EXW,Minikonkurranse,Transport,19.1,18,Høy
FAK-0739,LEV-036,124700,2025-03-23,2025-04-22,2025-04-20,Betalt,0,Netto 30,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0740,LEV-038,39100,2025-03-24,2025-06-22,2025-08-17,Forsinket,56,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0741,LEV-003,633400,2025-03-24,2025-06-22,2025-06-12,Betalt,0,Netto 90,DDP,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0742,LEV-026,703900,2025-03-24,2025-04-23,2025-04-23,Betalt,0,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0743,LEV-015,1051100,2025-03-27,2025-04-26,2025-04-21,Betalt,0,Netto 30,CPT,Rammeavtale,Bygg,1.3,35,Lav
FAK-0744,LEV-006,43200,2025-03-29,2025-05-28,2025-05-19,Betalt,0,Netto 60,CFR,Minikonkurranse,Energi,12.3,28,Høy
FAK-0745,LEV-030,316200,2025-03-30,2025-04-09,2025-04-06,Betalt,0,Netto 10,CPT,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0746,LEV-004,583000,2025-03-31,2025-06-29,2025-06-29,Betalt,0,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0747,LEV-012,347500,2025-03-31,2025-06-29,2025-06-24,Betalt,0,Netto 90,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0748,LEV-003,552200,2025-04-02,2025-07-01,2025-06-28,Betalt,0,Netto 90,CIP,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0749,LEV-009,10800,2025-04-03,2025-05-18,2025-05-08,Betalt,0,Netto 45,DAP,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0750,LEV-025,18500,2025-04-06,2025-04-16,2025-04-17,Forsinket,1,Netto 10,DPU,Enkeltkontrakt,Transport,10.3,18,Høy
FAK-0751,LEV-030,89500,2025-04-07,2025-04-17,2025-04-08,Betalt,0,Netto 10,CIF,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0752,LEV-001,71900,2025-04-07,2025-07-06,2025-07-04,Betalt,0,Netto 90,CIF,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0753,LEV-001,49100,2025-04-08,2025-07-07,2025-08-16,Forsinket,40,Netto 90,CIF,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0754,LEV-015,341500,2025-04-09,2025-04-19,2025-04-19,Betalt,0,Netto 10,FAS,Rammeavtale,Bygg,1.3,35,Lav
FAK-0755,LEV-038,141600,2025-04-09,2025-07-08,2025-08-05,Forsinket,28,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0756,LEV-018,5000,2025-04-09,2025-04-23,2025-05-28,Forsinket,35,Netto 14,CFR,Rammeavtale,Renhold,14.1,15,Høy
FAK-0757,LEV-036,478300,2025-04-09,2025-05-09,2025-05-05,Betalt,0,Netto 30,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0758,LEV-007,690600,2025-04-10,2025-05-10,2025-05-10,Betalt,0,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0759,LEV-037,571700,2025-04-10,2025-04-20,2025-06-12,Forsinket,53,Netto 10,EXW,Rammeavtale,Konsulenttjenester,25.2,14,Kritisk
FAK-0760,LEV-026,297600,2025-04-11,2025-05-11,2025-05-01,Betalt,0,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0761,LEV-036,362600,2025-04-12,2025-05-12,2025-07-04,Forsinket,53,Netto 30,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0762,LEV-009,34800,2025-04-14,2025-05-29,2025-05-20,Betalt,0,Netto 45,FOB,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0763,LEV-026,730800,2025-04-16,2025-05-16,2025-05-06,Betalt,0,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0764,LEV-010,29700,2025-04-16,2025-04-26,2025-04-17,Betalt,0,Netto 10,DDP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0765,LEV-038,250400,2025-04-16,2025-07-15,2025-08-08,Forsinket,24,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0766,LEV-033,102500,2025-04-17,2025-04-27,2025-05-13,Forsinket,16,Netto 10,CFR,Rammeavtale,Konsulenttjenester,12.4,12,Høy
FAK-0767,LEV-017,480700,2025-04-18,2025-05-02,2025-06-13,Forsinket,42,Netto 14,EXW,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0768,LEV-001,23900,2025-04-19,2025-07-18,2025-07-12,Betalt,0,Netto 90,CIP,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0769,LEV-015,527600,2025-04-20,2025-05-20,2025-05-18,Betalt,0,Netto 30,CPT,Rammeavtale,Bygg,1.3,35,Lav
FAK-0770,LEV-020,84100,2025-04-21,2025-07-20,2025-07-10,Betalt,0,Netto 90,DPU,Åpen anbudskonkurranse,Energi,4.0,13,Medium
FAK-0771,LEV-012,464200,2025-04-22,2025-06-21,2025-08-13,Forsinket,53,Netto 60,DDP,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0772,LEV-005,607000,2025-04-23,2025-05-03,2025-05-03,Betalt,0,Netto 10,CFR,Rammeavtale,IT,7.4,33,Medium
FAK-0773,LEV-013,404700,2025-04-23,2025-05-03,2025-04-27,Betalt,0,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0774,LEV-002,3400,2025-04-24,2025-06-23,2025-06-15,Betalt,0,Netto 60,EXW,Rammeavtale,Renhold,11.1,23,Høy
FAK-0775,LEV-003,263400,2025-04-24,2025-07-23,2025-07-17,Betalt,0,Netto 90,DDP,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0776,LEV-032,220800,2025-04-25,2025-05-25,2025-05-19,Betalt,0,Netto 30,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0777,LEV-017,669200,2025-04-26,2025-05-10,2025-05-02,Betalt,0,Netto 14,DPU,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0778,LEV-006,242200,2025-04-28,2025-05-08,2025-05-03,Betalt,0,Netto 10,CIF,Minikonkurranse,Energi,12.3,28,Høy
FAK-0779,LEV-004,291500,2025-04-29,2025-07-28,2025-07-25,Betalt,0,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0780,LEV-028,64400,2025-04-29,2025-05-13,2025-05-11,Betalt,0,Netto 14,EXW,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0781,LEV-021,475200,2025-04-30,2025-05-30,2025-05-30,Betalt,0,Netto 30,CFR,Enkeltkontrakt,Bygg,2.4,5,Medium
FAK-0782,LEV-012,518600,2025-05-01,2025-07-30,2025-08-24,Forsinket,25,Netto 90,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0783,LEV-010,7900,2025-05-03,2025-05-13,2025-06-17,Forsinket,35,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0784,LEV-002,10600,2025-05-03,2025-07-02,2025-06-26,Betalt,0,Netto 60,CIF,Rammeavtale,Renhold,11.1,23,Høy
FAK-0785,LEV-038,139200,2025-05-04,2025-08-02,2025-07-27,Betalt,0,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0786,LEV-038,22700,2025-05-05,2025-08-03,2025-09-19,Forsinket,47,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0787,LEV-014,598000,2025-05-07,2025-06-21,2025-07-22,Forsinket,31,Netto 45,EXW,Rammeavtale,IT,4.4,29,Medium
FAK-0788,LEV-014,439000,2025-05-08,2025-07-07,2025-07-04,Betalt,0,Netto 60,FOB,Rammeavtale,IT,4.4,29,Medium
FAK-0789,LEV-014,646000,2025-05-11,2025-06-25,2025-06-22,Betalt,0,Netto 45,EXW,Rammeavtale,IT,4.4,29,Medium
FAK-0790,LEV-010,6000,2025-05-16,2025-05-26,2025-05-26,Betalt,0,Netto 10,DDP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0791,LEV-005,601300,2025-05-16,2025-06-15,2025-06-11,Betalt,0,Netto 30,CFR,Rammeavtale,IT,7.4,33,Medium
FAK-0792,LEV-014,297400,2025-05-16,2025-07-15,2025-07-08,Betalt,0,Netto 60,DAP,Rammeavtale,IT,4.4,29,Medium
FAK-0793,LEV-027,485600,2025-05-17,2025-05-27,2025-05-26,Betalt,0,Netto 10,CPT,Åpen anbudskonkurranse,IT,3.2,14,Medium
FAK-0794,LEV-026,620900,2025-05-18,2025-06-17,2025-06-12,Betalt,0,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0795,LEV-026,273500,2025-05-18,2025-06-17,2025-06-13,Betalt,0,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0796,LEV-013,553000,2025-05-18,2025-05-28,2025-05-24,Betalt,0,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0797,LEV-010,3700,2025-05-19,2025-05-29,2025-07-21,Forsinket,53,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0798,LEV-034,1367600,2025-05-21,2025-05-31,2025-05-30,Betalt,0,Netto 10,CPT,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0799,LEV-030,65300,2025-05-21,2025-05-31,2025-07-15,Forsinket,45,Netto 10,CPT,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0800,LEV-019,361000,2025-05-22,2025-06-05,2025-07-10,Forsinket,35,Netto 14,CPT,Minikonkurranse,IT,13.9,32,Høy
FAK-0801,LEV-024,142300,2025-05-23,2025-06-02,2025-07-03,Forsinket,31,Netto 10,DDP,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0802,LEV-038,111800,2025-05-24,2025-08-22,2025-10-03,Forsinket,42,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0803,LEV-002,43500,2025-05-28,2025-07-27,2025-07-22,Betalt,0,Netto 60,EXW,Rammeavtale,Renhold,11.1,23,Høy
FAK-0804,LEV-005,504800,2025-05-29,2025-06-28,2025-07-23,Forsinket,25,Netto 30,DAP,Rammeavtale,IT,7.4,33,Medium
FAK-0805,LEV-034,964700,2025-05-31,2025-06-14,2025-06-07,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0806,LEV-040,33700,2025-06-07,2025-07-07,2025-07-01,Betalt,0,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0807,LEV-038,106500,2025-06-08,2025-09-06,2025-08-30,Betalt,0,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0808,LEV-039,35900,2025-06-08,2025-08-07,2025-08-01,Betalt,0,Netto 60,DPU,Enkeltkontrakt,Transport,9.4,8,Medium
FAK-0809,LEV-003,576200,2025-06-08,2025-09-06,2025-08-30,Betalt,0,Netto 90,FOB,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0810,LEV-006,177400,2025-06-10,2025-08-09,2025-10-07,Forsinket,59,Netto 60,CFR,Minikonkurranse,Energi,12.3,28,Høy
FAK-0811,LEV-013,358900,2025-06-12,2025-06-22,2025-07-05,Forsinket,13,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0812,LEV-010,24200,2025-06-12,2025-06-22,2025-06-14,Betalt,0,Netto 10,DDP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0813,LEV-005,560300,2025-06-13,2025-06-23,2025-06-20,Betalt,0,Netto 10,CFR,Rammeavtale,IT,7.4,33,Medium
FAK-0814,LEV-024,53400,2025-06-15,2025-06-25,2025-06-19,Betalt,0,Netto 10,DPU,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0815,LEV-001,55600,2025-06-16,2025-09-14,2025-10-16,Forsinket,32,Netto 90,CIP,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0816,LEV-031,414200,2025-06-17,2025-08-16,2025-08-11,Betalt,0,Netto 60,EXW,Åpen anbudskonkurranse,IT,12.9,17,Høy
FAK-0817,LEV-026,215800,2025-06-19,2025-07-19,2025-07-14,Betalt,0,Netto 30,FCA,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0818,LEV-018,12100,2025-06-19,2025-07-03,2025-07-03,Betalt,0,Netto 14,CFR,Rammeavtale,Renhold,14.1,15,Høy
FAK-0819,LEV-030,279500,2025-06-20,2025-06-30,2025-06-26,Betalt,0,Netto 10,FCA,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0820,LEV-016,405800,2025-06-21,2025-08-20,2025-08-15,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0821,LEV-006,292800,2025-06-23,2025-07-03,2025-07-01,Betalt,0,Netto 10,CIF,Minikonkurranse,Energi,12.3,28,Høy
FAK-0822,LEV-019,143900,2025-06-23,2025-07-07,2025-06-29,Betalt,0,Netto 14,FOB,Minikonkurranse,IT,13.9,32,Høy
FAK-0823,LEV-036,184200,2025-06-24,2025-08-23,2025-08-13,Betalt,0,Netto 60,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0824,LEV-026,195800,2025-06-24,2025-07-24,2025-07-14,Betalt,0,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0825,LEV-035,292300,2025-06-25,2025-09-23,2025-10-09,Forsinket,16,Netto 90,CPT,Minikonkurranse,Konsulenttjenester,22.9,11,Høy
FAK-0826,LEV-009,106100,2025-06-26,2025-08-10,2025-08-01,Betalt,0,Netto 45,DAP,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0827,LEV-019,679100,2025-06-26,2025-07-10,2025-07-05,Betalt,0,Netto 14,FOB,Minikonkurranse,IT,13.9,32,Høy
FAK-0828,LEV-007,727400,2025-06-27,2025-07-27,2025-09-19,Forsinket,54,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0829,LEV-031,147100,2025-06-27,2025-08-26,2025-09-05,Forsinket,10,Netto 60,CFR,Åpen anbudskonkurranse,IT,12.9,17,Høy
FAK-0830,LEV-019,625100,2025-06-30,2025-07-14,2025-07-08,Betalt,0,Netto 14,FOB,Minikonkurranse,IT,13.9,32,Høy
FAK-0831,LEV-004,585200,2025-07-01,2025-09-29,2025-09-25,Betalt,0,Netto 90,DAP,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0832,LEV-018,36300,2025-07-01,2025-07-11,2025-07-05,Betalt,0,Netto 10,CFR,Rammeavtale,Renhold,14.1,15,Høy
FAK-0833,LEV-010,9500,2025-07-02,2025-07-12,2025-08-13,Forsinket,32,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0834,LEV-014,672900,2025-07-02,2025-08-31,2025-08-26,Betalt,0,Netto 60,FOB,Rammeavtale,IT,4.4,29,Medium
FAK-0835,LEV-015,749100,2025-07-02,2025-08-01,2025-07-24,Betalt,0,Netto 30,CPT,Rammeavtale,Bygg,1.3,35,Lav
FAK-0836,LEV-015,1350200,2025-07-02,2025-08-01,2025-07-25,Betalt,0,Netto 30,FAS,Rammeavtale,Bygg,1.3,35,Lav
FAK-0837,LEV-003,312800,2025-07-02,2025-09-30,2025-09-30,Betalt,0,Netto 90,DDP,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0838,LEV-003,572700,2025-07-04,2025-10-02,2025-11-19,Forsinket,48,Netto 90,FOB,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0839,LEV-014,656000,2025-07-04,2025-09-02,2025-08-28,Betalt,0,Netto 60,DAP,Rammeavtale,IT,4.4,29,Medium
FAK-0840,LEV-038,169400,2025-07-08,2025-10-06,2025-10-03,Betalt,0,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0841,LEV-036,375300,2025-07-08,2025-08-07,2025-08-06,Betalt,0,Netto 30,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0842,LEV-023,94000,2025-07-10,2025-09-08,2025-08-30,Betalt,0,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0843,LEV-037,159200,2025-07-11,2025-10-09,2025-11-11,Forsinket,33,Netto 90,EXW,Rammeavtale,Konsulenttjenester,25.2,14,Kritisk
FAK-0844,LEV-005,379900,2025-07-12,2025-07-22,2025-08-23,Forsinket,32,Netto 10,DAP,Rammeavtale,IT,7.4,33,Medium
FAK-0845,LEV-040,84600,2025-07-19,2025-08-18,2025-09-17,Forsinket,30,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0846,LEV-032,567500,2025-07-19,2025-08-18,2025-09-11,Forsinket,24,Netto 30,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0847,LEV-028,16400,2025-07-20,2025-08-03,2025-07-30,Betalt,0,Netto 14,EXW,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0848,LEV-024,29100,2025-07-21,2025-07-31,2025-07-28,Betalt,0,Netto 10,CIF,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0849,LEV-001,71300,2025-07-22,2025-10-20,2025-10-20,Betalt,0,Netto 90,CIP,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0850,LEV-011,22100,2025-07-22,2025-09-05,2025-09-14,Forsinket,9,Netto 45,FAS,Enkeltkontrakt,Renhold,12.2,17,Høy
FAK-0851,LEV-004,469700,2025-07-23,2025-10-21,2025-11-21,Forsinket,31,Netto 90,DAP,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0852,LEV-012,132000,2025-07-23,2025-10-21,2025-10-28,Forsinket,7,Netto 90,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0853,LEV-038,112800,2025-07-24,2025-10-22,2025-11-22,Forsinket,31,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0854,LEV-038,285000,2025-07-25,2025-10-23,2025-10-27,Forsinket,4,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0855,LEV-034,466600,2025-07-25,2025-08-04,2025-07-26,Betalt,0,Netto 10,CPT,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0856,LEV-023,30600,2025-07-26,2025-09-24,2025-09-20,Betalt,0,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0857,LEV-038,277200,2025-08-01,2025-10-30,2025-10-28,Betalt,0,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0858,LEV-029,1062300,2025-08-01,2025-08-15,2025-08-06,Betalt,0,Netto 14,EXW,Rammeavtale,Bygg,3.5,8,Medium
